SRX6957431	TFs and others	FOXL2	Gonad	KGN	58957	50/145	147/256	-4.93022	-1.32655	0.600516
SRX8673358	TFs and others	EGR1	Blood	Kasumi-1	22939	77/145	146/256	-0.332246	-0.192567	0.931129
SRX371482	TFs and others	FOXA1	Breast	MCF-7	41670	38/145	58/256	-0.332227	-0.192567	1.15672
SRX150516	TFs and others	MXI1	Liver	Hep G2	18240	83/145	136/256	-0.332147	-0.192567	1.07748
SRX8970969	TFs and others	MAML1	Others	Squamous cell carcinoma 	26604	75/145	143/256	-0.332084	-0.192567	0.925971
SRX1046558	TFs and others	RAG2	Blood	Thymus	21556	63/145	122/256	-0.331861	-0.192567	0.911702
SRX1165098	TFs and others	CREB1	Liver	Hep G2	9768	63/145	122/256	-0.331861	-0.192567	0.911702
SRX6780894	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	16335	63/145	122/256	-0.331861	-0.192567	0.911702
SRX1873451	TFs and others	MED1	Blood	SEM	19169	64/145	124/256	-0.331535	-0.192567	0.911235
SRX080157	TFs and others	MYC	Blood	K-562	1870	5/145	14/256	-0.331262	-0.192567	0.630542
SRX243761	TFs and others	PAX5	Blood	RAJI	3037	5/145	14/256	-0.331262	-0.192567	0.630542
SRX2452432	TFs and others	ETS1	Cardiovascular	HUVEC	806	5/145	14/256	-0.331262	-0.192567	0.630542
SRX2940746	TFs and others	TP53	Breast	MCF-7	168	5/145	14/256	-0.331262	-0.192567	0.630542
SRX3244992	TFs and others	CEBPB	Blood	Macrophages	11613	5/145	14/256	-0.331262	-0.192567	0.630542
SRX356627	TFs and others	STAG1	Blood	GM19099	12270	5/145	14/256	-0.331262	-0.192567	0.630542
SRX8432580	TFs and others	TBP	Pluripotent stem cell	iPS cells	986	5/145	14/256	-0.331262	-0.192567	0.630542
SRX5442198	TFs and others	FOXP1	Blood	OCI-LY1	83564	72/145	138/256	-0.331168	-0.192567	0.921139
SRX9419956	TFs and others	BRD4	Breast	SK-BR-3	26316	72/145	138/256	-0.331168	-0.192567	0.921139
SRX128100	TFs and others	TFAP2C	Breast	BT-474	41857	72/145	117/256	-0.33041	-0.192567	1.08647
SRX3230377	TFs and others	ARID5B	Liver	Hep G2	54036	81/145	133/256	-0.330315	-0.192567	1.07524
ERX664200	TFs and others	CTCF	Blood	B cells	3900	4/145	4/256	-0.330263	-0.192567	1.76552
SRX013323	TFs and others	ZNF263	Blood	K-562	823	4/145	4/256	-0.330263	-0.192567	1.76552
SRX018651	TFs and others	pFM2	Muscle	RD	109	4/145	4/256	-0.330263	-0.192567	1.76552
SRX021071	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	512	4/145	4/256	-0.330263	-0.192567	1.76552
SRX022567	TFs and others	AR	Prostate	LNCAP	47	4/145	4/256	-0.330263	-0.192567	1.76552
SRX026636	TFs and others	RUNX1T1	Blood	Kasumi-1	912	4/145	4/256	-0.330263	-0.192567	1.76552
SRX027911	TFs and others	RELA	Uterus	HeLa	246	4/145	4/256	-0.330263	-0.192567	1.76552
SRX029434	TFs and others	GATA2	Blood	CD34+	306	4/145	4/256	-0.330263	-0.192567	1.76552
SRX064491	TFs and others	SMAD3	Pluripotent stem cell	hESC derived mesendodermal cells	740	4/145	4/256	-0.330263	-0.192567	1.76552
SRX084527	TFs and others	Epitope tags	Prostate	RWPE-1	64	4/145	4/256	-0.330263	-0.192567	1.76552
SRX100259	TFs and others	CREBBP	Breast	H3396	2535	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1012652	TFs and others	PGR	Breast	MCF-7	183	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1053991	TFs and others	HDAC2	Pluripotent stem cell	iPS cells	83	4/145	4/256	-0.330263	-0.192567	1.76552
SRX10567329	TFs and others	HMGB1	Lung	IMR-90	254	4/145	4/256	-0.330263	-0.192567	1.76552
SRX10867752	TFs and others	LMNA	Blood	GM12878	916	4/145	4/256	-0.330263	-0.192567	1.76552
SRX10867753	TFs and others	LMNA	Blood	GM12878	916	4/145	4/256	-0.330263	-0.192567	1.76552
SRX10913935	TFs and others	EN1	Epidermis	Dermal fibroblast	412	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1167105	TFs and others	5-mC	Kidney	293	895	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1491921	TFs and others	Epitope tags	Blood	Lymphoblastoid cell line	761	4/145	4/256	-0.330263	-0.192567	1.76552
SRX150106	TFs and others	SNAPC2	Lung	IMR-90	380	4/145	4/256	-0.330263	-0.192567	1.76552
SRX155770	TFs and others	HSF1	Breast	Breast cancer cells	462	4/145	4/256	-0.330263	-0.192567	1.76552
SRX170373	TFs and others	BRD2	Kidney	293	4177	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1772411	TFs and others	Epitope tags	Breast	MCF-7	382	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1885190	TFs and others	PIAS1	Prostate	LNCAP	5035	4/145	4/256	-0.330263	-0.192567	1.76552
SRX1885191	TFs and others	PIAS1	Prostate	LNCAP	9765	4/145	4/256	-0.330263	-0.192567	1.76552
SRX212182	TFs and others	RELA	Lung	Lung fibroblasts	366	4/145	4/256	-0.330263	-0.192567	1.76552
SRX2245089	TFs and others	Epitope tags	Blood	Lymphoblastoid cell line	1352	4/145	4/256	-0.330263	-0.192567	1.76552
SRX235608	TFs and others	SMC3	Kidney	293	1878	4/145	4/256	-0.330263	-0.192567	1.76552
SRX2511892	TFs and others	KAT2B	Digestive tract	HCT 116	556	4/145	4/256	-0.330263	-0.192567	1.76552
SRX257000	TFs and others	RELA	Blood	Lymphoblastoid cell line	346	4/145	4/256	-0.330263	-0.192567	1.76552
SRX268885	TFs and others	TRF2	Uterus	HeLa	466	4/145	4/256	-0.330263	-0.192567	1.76552
SRX2708754	TFs and others	Biotin	Pluripotent stem cell	hES BG01V	267	4/145	4/256	-0.330263	-0.192567	1.76552
SRX2765968	TFs and others	HMGB2	Lung	Lung fibroblasts	540	4/145	4/256	-0.330263	-0.192567	1.76552
SRX3244993	TFs and others	CEBPB	Blood	Macrophages	3705	4/145	4/256	-0.330263	-0.192567	1.76552
SRX3436566	TFs and others	SSRP1	Bone	HT-1080	1085	4/145	4/256	-0.330263	-0.192567	1.76552
SRX3437460	TFs and others	NRF1	Uterus	HeLa	888	4/145	4/256	-0.330263	-0.192567	1.76552
SRX3548667	TFs and others	SMARCA4	Lung	NCI-H1299	81	4/145	4/256	-0.330263	-0.192567	1.76552
SRX367336	TFs and others	JMJD6	Uterus	HeLa	1082	4/145	4/256	-0.330263	-0.192567	1.76552
SRX385396	TFs and others	Epitope tags	Blood	U-937	120	4/145	4/256	-0.330263	-0.192567	1.76552
SRX4046315	TFs and others	CXXC1	Blood	Lymphoblastoid cell line	910	4/145	4/256	-0.330263	-0.192567	1.76552
SRX4096858	TFs and others	GATAD2A	Breast	HCC3153	301	4/145	4/256	-0.330263	-0.192567	1.76552
SRX475792	TFs and others	EP300	Blood	GM12878	279	4/145	4/256	-0.330263	-0.192567	1.76552
SRX5102886	TFs and others	GFP	Blood	K-562	389	4/145	4/256	-0.330263	-0.192567	1.76552
SRX5491542	TFs and others	NPM1	Blood	OCI-AML3	34	4/145	4/256	-0.330263	-0.192567	1.76552
SRX5493755	TFs and others	FOXA1	Breast	Breast cancer cells	825	4/145	4/256	-0.330263	-0.192567	1.76552
SRX5503025	TFs and others	Epitope tags	Kidney	293	272	4/145	4/256	-0.330263	-0.192567	1.76552
SRX553665	TFs and others	TRIM28	Pluripotent stem cell	hESC H1	8253	4/145	4/256	-0.330263	-0.192567	1.76552
SRX5801454	TFs and others	STAT3	Blood	Th2 Cells	892	4/145	4/256	-0.330263	-0.192567	1.76552
SRX594728	TFs and others	PGR	Breast	ZR-75-1	974	4/145	4/256	-0.330263	-0.192567	1.76552
SRX6473445	TFs and others	Epitope tags	Pluripotent stem cell	hESC derived neural crests	214	4/145	4/256	-0.330263	-0.192567	1.76552
SRX7359959	TFs and others	YY1	Liver	PLC/PRF/5	131	4/145	4/256	-0.330263	-0.192567	1.76552
SRX7397471	TFs and others	CEBPB	Blood	U-937	141	4/145	4/256	-0.330263	-0.192567	1.76552
SRX7450583	TFs and others	ELANE	Blood	U-937	811	4/145	4/256	-0.330263	-0.192567	1.76552
SRX749133	TFs and others	BRD4	Blood	GM12878	273	4/145	4/256	-0.330263	-0.192567	1.76552
SRX7668888	TFs and others	EBF1	Digestive tract	AGS	779	4/145	4/256	-0.330263	-0.192567	1.76552
SRX7879086	TFs and others	Epitope tags	Breast	MDA-MB-231	815	4/145	4/256	-0.330263	-0.192567	1.76552
SRX8406325	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	6346	4/145	4/256	-0.330263	-0.192567	1.76552
SRX8406481	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	9168	4/145	4/256	-0.330263	-0.192567	1.76552
SRX9045664	TFs and others	TP53	Blood	Erythroblasts	1235	4/145	4/256	-0.330263	-0.192567	1.76552
SRX9523537	TFs and others	NABP2	Bone	HT-1080	649	4/145	4/256	-0.330263	-0.192567	1.76552
SRX9571472	TFs and others	Epitope tags	Blood	K-562	428	4/145	4/256	-0.330263	-0.192567	1.76552
SRX968419	TFs and others	EPAS1	Kidney	786-O	99	4/145	4/256	-0.330263	-0.192567	1.76552
SRX3367141	TFs and others	FOSL2	Epidermis	SK-MEL-147	39118	72/145	137/256	-0.329518	-0.191853	0.927863
SRX150483	TFs and others	MAFK	Lung	IMR-90	37218	32/145	66/256	-0.329425	-0.191824	0.856008
SRX356481	TFs and others	STAG1	Blood	GM12878	34444	32/145	66/256	-0.329425	-0.191824	0.856008
SRX265423	TFs and others	KDM5B	Breast	SUM 185PE	31331	68/145	130/256	-0.3293	-0.191731	0.923501
SRX194566	TFs and others	E2F4	Breast	MCF-7	2371	19/145	41/256	-0.328612	-0.191171	0.818167
SRX360576	TFs and others	MYC	Digestive tract	GP5d	3071	19/145	41/256	-0.328612	-0.191171	0.818167
SRX5577156	TFs and others	AR	Prostate	LNCAP	32225	19/145	41/256	-0.328612	-0.191171	0.818167
SRX6878604	TFs and others	FOXA1	Prostate	LNCAP	67570	19/145	41/256	-0.328612	-0.191171	0.818167
SRX2871365	TFs and others	PGR	Breast	T-47D	19703	19/145	42/256	-0.328376	-0.191094	0.798686
SRX378805	TFs and others	RELA	Uterus	KB	5050	19/145	42/256	-0.328376	-0.191094	0.798686
SRX4367442	TFs and others	TBP	Lung	Bronchial tracheal epithelial cells	1993	19/145	42/256	-0.328376	-0.191094	0.798686
SRX481484	TFs and others	PRKDC	Others	Fibroblasts	1291	19/145	42/256	-0.328376	-0.191094	0.798686
SRX5930125	TFs and others	KAT2A	Blood	Acute myeloid leukemia	1235	19/145	42/256	-0.328376	-0.191094	0.798686
SRX1389378	TFs and others	ELF3	Pancreas	CFPAC-1	15006	32/145	65/256	-0.328205	-0.190987	0.869178
SRX288274	TFs and others	GATA6	Pancreas	PA-TU-8988S	7556	32/145	65/256	-0.328205	-0.190987	0.869178
SRX080356	TFs and others	CTCF	Neural	SK-N-SH	36297	15/145	21/256	-0.325616	-0.188811	1.26108
SRX080359	TFs and others	CTCF	Neural	HA-sp	32616	15/145	21/256	-0.325616	-0.188811	1.26108
SRX080411	TFs and others	CTCF	Digestive tract	Caco-2	28221	15/145	21/256	-0.325616	-0.188811	1.26108
SRX1053365	TFs and others	CTCF	Pluripotent stem cell	ES cells	27346	15/145	21/256	-0.325616	-0.188811	1.26108
SRX11220466	TFs and others	TRIM28	Digestive tract	HT-29	2395	15/145	21/256	-0.325616	-0.188811	1.26108
SRX150441	TFs and others	NRF1	Blood	K-562	3420	15/145	21/256	-0.325616	-0.188811	1.26108
SRX188951	TFs and others	CTCF	Prostate	LNCAP	43769	15/145	21/256	-0.325616	-0.188811	1.26108
SRX2514368	TFs and others	GFP	Uterus	HeLa	4763	15/145	21/256	-0.325616	-0.188811	1.26108
SRX3040156	TFs and others	STAG1	Cardiovascular	Coronary artery endothelial cells	28628	15/145	21/256	-0.325616	-0.188811	1.26108
SRX4001957	TFs and others	CEBPB	Blood	THP-1	9386	15/145	21/256	-0.325616	-0.188811	1.26108
SRX6860651	TFs and others	FOXA1	Breast	T-47D	17054	15/145	21/256	-0.325616	-0.188811	1.26108
SRX7902980	TFs and others	EGR1	Blood	Macrophages	362	15/145	21/256	-0.325616	-0.188811	1.26108
SRX8861820	TFs and others	ESR1	Breast	T-47D	4520	15/145	21/256	-0.325616	-0.188811	1.26108
SRX3040149	TFs and others	SMC1A	Breast	HMEC	34725	33/145	68/256	-0.325449	-0.188677	0.856795
SRX190232	TFs and others	SP2	Pluripotent stem cell	hESC H1	2255	33/145	67/256	-0.324959	-0.18825	0.869583
SRX3934088	TFs and others	INTS13	Blood	Jurkat	9035	33/145	67/256	-0.324959	-0.18825	0.869583
SRX100452	TFs and others	TAF7	Blood	K-562	1974	11/145	26/256	-0.324128	-0.187826	0.74695
SRX1261518	TFs and others	GATA2	Blood	TF-1	19571	11/145	26/256	-0.324128	-0.187826	0.74695
SRX1653203	TFs and others	NR4A1	Blood	Kasumi-1	10301	11/145	26/256	-0.324128	-0.187826	0.74695
SRX1758506	TFs and others	NELFE	Breast	MCF-7	1813	11/145	26/256	-0.324128	-0.187826	0.74695
SRX3288567	TFs and others	NANOG	Pluripotent stem cell	hESC H9	18784	11/145	26/256	-0.324128	-0.187826	0.74695
SRX351400	TFs and others	MYC	Bone	U2OS	1642	11/145	26/256	-0.324128	-0.187826	0.74695
SRX7695552	TFs and others	TEAD4	Lung	NCI-H209	6501	11/145	26/256	-0.324128	-0.187826	0.74695
SRX9674301	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	7516	11/145	26/256	-0.324128	-0.187826	0.74695
SRX070885	TFs and others	ZNF143	Blood	CUTLL1	5567	25/145	37/256	-0.323744	-0.187826	1.19292
SRX185907	TFs and others	FOXM1	Breast	MCF-7	9573	25/145	37/256	-0.323744	-0.187826	1.19292
SRX3923528	TFs and others	FOXA1	Breast	ZR-75-1	30265	25/145	37/256	-0.323744	-0.187826	1.19292
SRX4802342	TFs and others	EPAS1	Kidney	HKC8	4152	25/145	37/256	-0.323744	-0.187826	1.19292
ERX1276046	TFs and others	CTCF	Blood	UT-7	12762	9/145	11/256	-0.323264	-0.187826	1.44451
SRX080399	TFs and others	CTCF	Cardiovascular	AoAF	15546	9/145	11/256	-0.323264	-0.187826	1.44451
SRX097070	TFs and others	GATA1	Blood	CD34+	5430	9/145	11/256	-0.323264	-0.187826	1.44451
SRX10271387	TFs and others	NR3C1	Pluripotent stem cell	iPSC derived hepatocytes	2212	9/145	11/256	-0.323264	-0.187826	1.44451
SRX10365525	TFs and others	ESR1	Breast	MDA-MB-231	1675	9/145	11/256	-0.323264	-0.187826	1.44451
SRX1652877	TFs and others	POU2F2	Blood	BJAB	1667	9/145	11/256	-0.323264	-0.187826	1.44451
SRX170349	TFs and others	EP300	Blood	CD36+	2689	9/145	11/256	-0.323264	-0.187826	1.44451
SRX176053	TFs and others	AR	Prostate	C4-2	2748	9/145	11/256	-0.323264	-0.187826	1.44451
SRX1845233	TFs and others	EBV-ZEBRA	Others	HONE-1	8907	9/145	11/256	-0.323264	-0.187826	1.44451
SRX259611	TFs and others	RUNX1	Blood	Kasumi-1	2995	9/145	11/256	-0.323264	-0.187826	1.44451
SRX266862	TFs and others	NANOG	Pluripotent stem cell	hESC HUES64	7095	9/145	11/256	-0.323264	-0.187826	1.44451
SRX3240994	TFs and others	MED1	Others	Mesenchymal stem cells	1233	9/145	11/256	-0.323264	-0.187826	1.44451
SRX3852897	TFs and others	NELFA	Blood	K-562	2088	9/145	11/256	-0.323264	-0.187826	1.44451
SRX4377129	TFs and others	CTCF	Pluripotent stem cell	hESC derived cardiac cells	10726	9/145	11/256	-0.323264	-0.187826	1.44451
SRX4708026	TFs and others	PTBP1	Liver	Hep G2	816	9/145	11/256	-0.323264	-0.187826	1.44451
SRX4802339	TFs and others	HIF1A	Kidney	HKC8	1046	9/145	11/256	-0.323264	-0.187826	1.44451
SRX5719581	TFs and others	CTCF	Blood	CUTLL1	6222	9/145	11/256	-0.323264	-0.187826	1.44451
SRX5848183	TFs and others	CTCF	Blood	K-562	20113	9/145	11/256	-0.323264	-0.187826	1.44451
SRX667986	TFs and others	FOXA1	Prostate	VCaP	68445	9/145	11/256	-0.323264	-0.187826	1.44451
SRX673744	TFs and others	EP300	Breast	MCF-7	1748	9/145	11/256	-0.323264	-0.187826	1.44451
SRX6913065	TFs and others	BRD4	Blood	THP-1	1717	9/145	11/256	-0.323264	-0.187826	1.44451
SRX702116	TFs and others	SRF	Pluripotent stem cell	hESC HUES64	9630	9/145	11/256	-0.323264	-0.187826	1.44451
SRX7122000	TFs and others	FOXA1	Breast	MCF-7	5773	9/145	11/256	-0.323264	-0.187826	1.44451
SRX7584811	TFs and others	ATF4	Blood	HUDEP-2	2024	9/145	11/256	-0.323264	-0.187826	1.44451
SRX7584815	TFs and others	ATF4	Blood	HUDEP-2	1079	9/145	11/256	-0.323264	-0.187826	1.44451
SRX769728	TFs and others	SUMO2	Prostate	VCaP	13380	9/145	11/256	-0.323264	-0.187826	1.44451
SRX847034	TFs and others	AR	Prostate	LNCAP	30100	9/145	11/256	-0.323264	-0.187826	1.44451
SRX969016	TFs and others	ESR1	Breast	MCF-7	1563	9/145	11/256	-0.323264	-0.187826	1.44451
SRX6441750	TFs and others	FOXA2	Pancreas	CFPAC-1	24533	40/145	62/256	-0.322922	-0.187515	1.13904
SRX734409	TFs and others	AR	Prostate	CWR22Pc	30897	34/145	69/256	-0.321744	-0.186399	0.869965
SRX100473	TFs and others	SIN3A	Pluripotent stem cell	hESC H1	5515	20/145	43/256	-0.321556	-0.186399	0.821171
SRX10212061	TFs and others	ATF4	Blood	THP-1	27852	20/145	43/256	-0.321556	-0.186399	0.821171
SRX3345944	TFs and others	EGR1	Blood	HL-60	5726	20/145	43/256	-0.321556	-0.186399	0.821171
SRX6910063	TFs and others	PGR	Uterus	Uterin leiomyoma	10813	20/145	43/256	-0.321556	-0.186399	0.821171
SRX6957466	TFs and others	FOXL2	Kidney	HGrC1	9098	20/145	43/256	-0.321556	-0.186399	0.821171
SRX8536116	TFs and others	GATA1	Blood	HUDEP-2	15150	20/145	43/256	-0.321556	-0.186399	0.821171
SRX190284	TFs and others	USF1	Lung	A549	6137	41/145	63/256	-0.321552	-0.186399	1.14899
SRX036635	TFs and others	ESR1	Bone	U2OS	29489	26/145	38/256	-0.320384	-0.185422	1.20799
SRX330068	TFs and others	ESR1	Breast	MCF-7	17594	26/145	38/256	-0.320384	-0.185422	1.20799
SRX371475	TFs and others	ESR1	Breast	BT-474	19871	26/145	38/256	-0.320384	-0.185422	1.20799
SRX5821035	TFs and others	CTCF	Blood	HUDEP-2	20789	26/145	38/256	-0.320384	-0.185422	1.20799
SRX670629	TFs and others	ELK3	Cardiovascular	HUVEC	2130	26/145	38/256	-0.320384	-0.185422	1.20799
SRX9298955	TFs and others	NR3C1	Lung	Lung cancer cell line	9614	26/145	38/256	-0.320384	-0.185422	1.20799
SRX080373	TFs and others	CTCF	Cardiovascular	HBMEC	30474	16/145	22/256	-0.319987	-0.185405	1.28401
SRX080432	TFs and others	CTCF	Lung	AG04450	32489	16/145	22/256	-0.319987	-0.185405	1.28401
SRX1026679	TFs and others	CTCF	Pancreas	PANC-1	34593	16/145	22/256	-0.319987	-0.185405	1.28401
SRX2548300	TFs and others	BATF3	Blood	KK1	15978	16/145	22/256	-0.319987	-0.185405	1.28401
SRX3285595	TFs and others	KDM5B	Breast	MCF-7	7396	16/145	22/256	-0.319987	-0.185405	1.28401
SRX3394532	TFs and others	FLI1	Bone	A-673	11049	16/145	22/256	-0.319987	-0.185405	1.28401
SRX4411675	TFs and others	AR	Prostate	LNCAP	47713	16/145	22/256	-0.319987	-0.185405	1.28401
SRX7728613	TFs and others	CTCF	Pluripotent stem cell	hESC derived neural crests	30560	16/145	22/256	-0.319987	-0.185405	1.28401
SRX7902984	TFs and others	EGR1	Blood	Monocytes	470	16/145	22/256	-0.319987	-0.185405	1.28401
SRX8453148	TFs and others	FOXA1	Lung	Lung	13977	16/145	22/256	-0.319987	-0.185405	1.28401
SRX8570930	TFs and others	HAP1	Blood	KBM-7	38096	16/145	22/256	-0.319987	-0.185405	1.28401
SRX8570934	TFs and others	HAP1	Blood	KBM-7	40391	16/145	22/256	-0.319987	-0.185405	1.28401
SRX3857004	TFs and others	CDKN1B	Breast	MDA-MB-231	36038	110/145	185/256	-0.318564	-0.184172	1.04977
SRX037417	TFs and others	PRAME	Blood	K-562	3110	35/145	71/256	-0.318564	-0.184172	0.870325
SRX11196939	TFs and others	TAF1	Kidney	293	9368	35/145	71/256	-0.318564	-0.184172	0.870325
SRX4001820	TFs and others	SPI1	Blood	Macrophages	85670	35/145	71/256	-0.318564	-0.184172	0.870325
SRX4404395	TFs and others	MYCN	Prostate	LNCAP	12003	35/145	71/256	-0.318564	-0.184172	0.870325
SRX6913083	TFs and others	BRD4	Blood	K-562	16748	35/145	71/256	-0.318564	-0.184172	0.870325
SRX8080567	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	7457	41/145	64/256	-0.318452	-0.184091	1.13103
SRX5514037	TFs and others	MED12	Uterus	Myometrium	4503	36/145	73/256	-0.31542	-0.181091	0.870666
SRX100415	TFs and others	REST	Pancreas	PANC-1	6671	26/145	39/256	-0.315136	-0.180933	1.17701
SRX2655462	TFs and others	CTCF	Blood	THP-1	25397	26/145	39/256	-0.315136	-0.180933	1.17701
SRX5574373	TFs and others	SPI1	Blood	Monocytes	15801	26/145	39/256	-0.315136	-0.180933	1.17701
SRX8037080	TFs and others	KLF5	Digestive tract	KATO III	1863	26/145	39/256	-0.315136	-0.180933	1.17701
SRX10722988	TFs and others	GTF2F1	Bone	U2OS	8016	21/145	45/256	-0.314832	-0.180661	0.823908
SRX8363485	TFs and others	ARID1A	Neural	NGP	8397	43/145	67/256	-0.313983	-0.179844	1.13309
SRX2513520	TFs and others	ESR1	Breast	MCF-7	23683	27/145	40/256	-0.312838	-0.178762	1.19172
SRX3927308	TFs and others	BRD9	Muscle	SYO-1	11089	27/145	40/256	-0.312838	-0.178762	1.19172
SRX204408	TFs and others	BRD4	Blood	P493-6	4382	12/145	28/256	-0.311109	-0.177191	0.75665
SRX3230399	TFs and others	RUVBL1	Liver	Hep G2	2110	12/145	28/256	-0.311109	-0.177191	0.75665
SRX4473679	TFs and others	DPF2	Gonad	SCCOHT-1	2922	12/145	28/256	-0.311109	-0.177191	0.75665
SRX5514038	TFs and others	MED12	Uterus	Myometrium	2158	12/145	28/256	-0.311109	-0.177191	0.75665
SRX573027	TFs and others	AFF4	Uterus	HeLa	984	12/145	28/256	-0.311109	-0.177191	0.75665
SRX150418	TFs and others	UBTF	Blood	K-562	3016	12/145	27/256	-0.310171	-0.176632	0.784674
SRX186627	TFs and others	CUX1	Blood	K-562	2841	12/145	27/256	-0.310171	-0.176632	0.784674
SRX2343937	TFs and others	EP300	Cardiovascular	Large pulmonary artery endothelial cells	1996	12/145	27/256	-0.310171	-0.176632	0.784674
SRX2900094	TFs and others	BAP1	Breast	CAL-51	1089	12/145	27/256	-0.310171	-0.176632	0.784674
SRX3285594	TFs and others	KDM5B	Breast	MCF-7	9112	12/145	27/256	-0.310171	-0.176632	0.784674
SRX3599221	TFs and others	EZH2	Blood	KG-1	1246	12/145	27/256	-0.310171	-0.176632	0.784674
SRX4377124	TFs and others	CTCF	Pluripotent stem cell	ES cells	33097	12/145	27/256	-0.310171	-0.176632	0.784674
SRX673747	TFs and others	MED1	Breast	MCF-7	1581	12/145	27/256	-0.310171	-0.176632	0.784674
SRX7061826	TFs and others	BRD4	Blood	SEM	5831	12/145	27/256	-0.310171	-0.176632	0.784674
SRX8536093	TFs and others	GATA2	Blood	CD34+	4451	12/145	27/256	-0.310171	-0.176632	0.784674
SRX9071237	TFs and others	BRD4	Blood	SEM	5831	12/145	27/256	-0.310171	-0.176632	0.784674
SRX9390934	TFs and others	BRD4	Digestive tract	Colorectal cancer	2258	12/145	27/256	-0.310171	-0.176632	0.784674
SRX6813402	TFs and others	CEBPB	Blood	THP-1	39339	45/145	70/256	-0.309242	-0.17575	1.13498
SRX1497396	TFs and others	E2F1	Blood	RAJI	4463	38/145	76/256	-0.309163	-0.17575	0.882759
SRX1514276	TFs and others	FLI1	Blood	Kasumi-1	14182	38/145	76/256	-0.309163	-0.17575	0.882759
SRX3591825	TFs and others	MEF2C	Blood	MOLM-13	33444	38/145	76/256	-0.309163	-0.17575	0.882759
SRX10045343	TFs and others	ASXL1	Blood	THP-1	3423	22/145	47/256	-0.308416	-0.175162	0.826412
SRX10657965	TFs and others	Epitope tags	Blood	NALM-6	9143	22/145	47/256	-0.308416	-0.175162	0.826412
SRX1531782	TFs and others	SMC1A	Lung	A549	28811	22/145	47/256	-0.308416	-0.175162	0.826412
SRX1758495	TFs and others	NELFE	Breast	MCF-7	3535	22/145	47/256	-0.308416	-0.175162	0.826412
SRX4720614	TFs and others	Epitope tags	Kidney	G-401	7278	22/145	47/256	-0.308416	-0.175162	0.826412
SRX2842444	TFs and others	FOSL1	Bone	143B	2949	22/145	46/256	-0.307384	-0.174255	0.844378
SRX4213896	TFs and others	LIN9	Breast	MCF 10A	3491	22/145	46/256	-0.307384	-0.174255	0.844378
SRX5141098	TFs and others	SPI1	Blood	THP-1	63061	22/145	46/256	-0.307384	-0.174255	0.844378
SRX7030932	TFs and others	NELFA	Breast	MCF-7	6058	22/145	46/256	-0.307384	-0.174255	0.844378
SRX1044412	TFs and others	JUN	Breast	MDA-MB-231	6797	46/145	72/256	-0.306208	-0.174009	1.12797
