SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	290/344	189/299	-9.03666	-4.91946	1.33367
SRX4143035	TFs and others	POU2F3	Lung	NCI-H1048	29729	38/344	35/299	-0.0945354	0	0.943688
SRX682376	TFs and others	ERG	Blood	TSU-1621MT	30363	123/344	104/299	-0.0944301	0	1.02798
SRX10131682	TFs and others	BRD4	Lung	Bronchial tracheal epithelial cells	973	8/344	8/299	-0.0944213	0	0.869186
SRX10365547	TFs and others	NCOA3	Breast	MCF-7	4714	8/344	8/299	-0.0944213	0	0.869186
SRX1123868	TFs and others	SMARCC1	Liver	MRT TTC549	4358	8/344	8/299	-0.0944213	0	0.869186
SRX1397412	TFs and others	SMAD1	Blood	CD34+	2387	8/344	8/299	-0.0944213	0	0.869186
SRX1514931	TFs and others	GFP	Kidney	293	859	8/344	8/299	-0.0944213	0	0.869186
SRX1709977	TFs and others	PGR	Breast	T-47D	3155	8/344	8/299	-0.0944213	0	0.869186
SRX2404137	TFs and others	RELA	Others	Detroit 562	2959	8/344	8/299	-0.0944213	0	0.869186
SRX2628189	TFs and others	HAND1	Digestive tract	GIST-T1	5743	8/344	8/299	-0.0944213	0	0.869186
SRX347423	TFs and others	STAT3	Blood	OCI-LY-3	2114	8/344	8/299	-0.0944213	0	0.869186
SRX3837514	TFs and others	SRF	Blood	HEL	2359	8/344	8/299	-0.0944213	0	0.869186
SRX4155880	TFs and others	SMC1A	Bone	TC-71	2636	8/344	8/299	-0.0944213	0	0.869186
SRX5157162	TFs and others	CEBPA	Blood	THP-1	3615	8/344	8/299	-0.0944213	0	0.869186
SRX6582166	TFs and others	LMNA	Others	GM07492	1957	8/344	8/299	-0.0944213	0	0.869186
SRX6602370	TFs and others	ARNTL	Neural	Neural Stem Cells	1311	8/344	8/299	-0.0944213	0	0.869186
SRX668217	TFs and others	E2F4	Neural	HRPEpiC	853	8/344	8/299	-0.0944213	0	0.869186
SRX7088114	TFs and others	TP53	Cardiovascular	HPAEC	2731	8/344	8/299	-0.0944213	0	0.869186
SRX7088154	TFs and others	EPAS1	Breast	MDA-MB-231	1465	8/344	8/299	-0.0944213	0	0.869186
SRX732511	TFs and others	KDM3A	Blood	Jurkat	9071	8/344	8/299	-0.0944213	0	0.869186
SRX747802	TFs and others	ESR1	Breast	MCF-7	3344	8/344	8/299	-0.0944213	0	0.869186
SRX7981735	TFs and others	EP300	Prostate	Prostate cancer	593	8/344	8/299	-0.0944213	0	0.869186
SRX8406309	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	8035	8/344	8/299	-0.0944213	0	0.869186
SRX8850933	TFs and others	Epitope tags	Breast	MCF 10A	1125	8/344	8/299	-0.0944213	0	0.869186
SRX8984326	TFs and others	SMC1A	Bone	A-673	4022	8/344	8/299	-0.0944213	0	0.869186
SRX9523537	TFs and others	NABP2	Bone	HT-1080	649	8/344	8/299	-0.0944213	0	0.869186
SRX3091903	TFs and others	ZFX	Breast	MCF-7	11414	122/344	109/299	-0.0940858	0	0.97285
SRX6578940	TFs and others	CTCF	Blood	CUTLL1	27305	127/344	107/299	-0.0939754	0	1.03165
SRX4792906	TFs and others	CTCF	Breast	T-47D	18776	123/344	110/299	-0.0939659	0	0.971908
SRX5927382	TFs and others	CTCFL	Uterus	Fallopian Tubes	13496	123/344	110/299	-0.0939659	0	0.971908
SRX5527617	TFs and others	EP300	Cardiovascular	HUVEC	26078	220/344	188/299	-0.0938372	0	1.01713
SRX7677724	TFs and others	SUPT5H	Digestive tract	DLD-1	15043	219/344	187/299	-0.0936998	0	1.01792
SRX10881819	TFs and others	SMARCA4	Kidney	G-401	14643	129/344	109/299	-0.0935086	0	1.02867
SRX150510	TFs and others	MXI1	Blood	GM12878	11444	129/344	109/299	-0.0935086	0	1.02867
SRX5124822	TFs and others	FOXA1	Prostate	LAPC-4	24071	39/344	36/299	-0.0935079	0	0.941618
SRX763970	TFs and others	JMJD1C	Blood	Kasumi-1	7965	39/344	36/299	-0.0935079	0	0.941618
SRX8406519	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	27615	39/344	36/299	-0.0935079	0	0.941618
SRX9135097	TFs and others	AR	Prostate	VCaP	26375	39/344	36/299	-0.0935079	0	0.941618
SRX031244	TFs and others	CTCF	Pluripotent stem cell	hESC H1	38927	127/344	114/299	-0.0933996	0	0.968304
SRX102996	TFs and others	CTCF	Pluripotent stem cell	hESC H1	38926	127/344	114/299	-0.0933996	0	0.968304
ERX704048	TFs and others	CTCF	Blood	HL-60	3448	10/344	7/299	-0.0933293	0	1.24169
SRX1044124	TFs and others	NEUROD1	Lung	NCI-H82	4342	10/344	7/299	-0.0933293	0	1.24169
SRX1652870	TFs and others	POU2F2	Blood	HBL-1	1320	10/344	7/299	-0.0933293	0	1.24169
SRX186642	TFs and others	KDM5A	Pluripotent stem cell	hESC H1	1211	10/344	7/299	-0.0933293	0	1.24169
SRX190306	TFs and others	CEBPB	Blood	GM12878	3048	10/344	7/299	-0.0933293	0	1.24169
SRX205167	TFs and others	TAL1	Blood	Erythroid Cells	3234	10/344	7/299	-0.0933293	0	1.24169
SRX2671520	TFs and others	Epitope tags	Kidney	293	1065	10/344	7/299	-0.0933293	0	1.24169
SRX2741418	TFs and others	CHD4	Others	SCC-9	1902	10/344	7/299	-0.0933293	0	1.24169
SRX2935293	TFs and others	8-Hydroxydeoxyguanosine	Breast	MCF 10A	5530	10/344	7/299	-0.0933293	0	1.24169
SRX2961557	TFs and others	STAT1	Blood	SET-2	1100	10/344	7/299	-0.0933293	0	1.24169
SRX3033231	TFs and others	ETS1	Gonad	HEYA8	1235	10/344	7/299	-0.0933293	0	1.24169
SRX3629604	TFs and others	ESR1	Breast	MCF-7	4186	10/344	7/299	-0.0933293	0	1.24169
SRX4650984	TFs and others	RNF2	Kidney	293	890	10/344	7/299	-0.0933293	0	1.24169
SRX5251431	TFs and others	ESR1	Breast	T-47D	3385	10/344	7/299	-0.0933293	0	1.24169
SRX5299351	TFs and others	CBX7	Kidney	293	970	10/344	7/299	-0.0933293	0	1.24169
SRX718422	TFs and others	SMARCA4	Epidermis	501A	3122	10/344	7/299	-0.0933293	0	1.24169
SRX7794487	TFs and others	HIF1A	Lung	BEAS-2B	1526	10/344	7/299	-0.0933293	0	1.24169
SRX8360018	TFs and others	NETO2	Blood	U-937	2962	10/344	7/299	-0.0933293	0	1.24169
SRX9555213	TFs and others	RNF2	Kidney	293	1032	10/344	7/299	-0.0933293	0	1.24169
SRX100561	TFs and others	YY1	Blood	GM12892	14528	130/344	110/299	-0.0932641	0	1.02722
SRX5577158	TFs and others	AR	Prostate	LNCAP	27784	42/344	34/299	-0.0931932	0	1.0737
SRX3927284	TFs and others	SMARCA4	Blood	EOL-1	58374	214/344	183/299	-0.0927983	0	1.01643
SRX2064717	TFs and others	RAD21	Digestive tract	HCT 116	25082	131/344	117/299	-0.0927097	0	0.973191
SRX356522	TFs and others	STAG1	Blood	GM12891	34044	131/344	117/299	-0.0927097	0	0.973191
SRX5574508	TFs and others	SPI1	Blood	TALL-1	66876	135/344	114/299	-0.092701	0	1.0293
SRX7115500	TFs and others	RBBP4	Muscle	RH-4	19056	135/344	114/299	-0.092701	0	1.0293
SRX149660	TFs and others	CDK8	Digestive tract	HCT 116	14410	136/344	115/299	-0.0925067	0	1.02791
SRX2251223	TFs and others	BRD4	Prostate	C4-2	29879	211/344	180/299	-0.0925065	0	1.01888
SRX100467	TFs and others	ESR1	Uterus	ECC-1	12640	40/344	37/299	-0.0924918	0	0.939661
SRX100585	TFs and others	GATA2	Blood	K-562	14830	40/344	37/299	-0.0924918	0	0.939661
SRX3229156	TFs and others	ESR1	Breast	Breast cancer	7156	40/344	37/299	-0.0924918	0	0.939661
SRX3923517	TFs and others	FOXA1	Breast	MCF-7	23326	40/344	37/299	-0.0924918	0	0.939661
SRX5574385	TFs and others	SPI1	Blood	NB-4	14847	40/344	37/299	-0.0924918	0	0.939661
SRX356747	TFs and others	STAG1	Blood	Lymphoblastoid cell line	32899	138/344	117/299	-0.0920952	0	1.02519
SRX3824042	TFs and others	SPI1	Blood	THP-1	46324	138/344	117/299	-0.0920952	0	1.02519
SRX6913079	TFs and others	BRD3	Blood	K-562	3134	43/344	35/299	-0.091972	0	1.06786
SRX026640	TFs and others	FLI1	Blood	SKNO-1	25084	207/344	177/299	-0.0918352	0	1.01651
SRX327752	TFs and others	BRD4	Neural	U-87 MG	33845	137/344	122/299	-0.0918352	0	0.976053
SRX5654425	TFs and others	Epitope tags	Liver	Hep 3B	15202	137/344	122/299	-0.0918352	0	0.976053
SRX188951	TFs and others	CTCF	Prostate	LNCAP	43769	138/344	123/299	-0.0917837	0	0.975184
SRX3675841	TFs and others	RAD21	Uterus	HeLa	37029	139/344	124/299	-0.0917236	0	0.97433
SRX3040148	TFs and others	STAG2	Breast	HMEC	43613	140/344	125/299	-0.0916549	0	0.973488
SRX9419922	TFs and others	BRD4	Breast	SK-BR-3	30601	200/344	177/299	-0.0915352	0	0.982131
SRX316361	TFs and others	NR3C1	Kidney	293	18421	41/344	38/299	-0.0914877	0	0.937806
SRX5323822	TFs and others	STAT3	Breast	T-47D	6841	41/344	38/299	-0.0914877	0	0.937806
SRX4417528	TFs and others	CTCF	Pluripotent stem cell	hESC derived neural cells	45433	201/344	171/299	-0.0913987	0	1.02167
SRX1287850	TFs and others	CDK8	Blood	MOLM-14	18830	145/344	123/299	-0.0913648	0	1.02465
SRX2268284	TFs and others	SPI1	Blood	THP-1	65678	145/344	123/299	-0.0913648	0	1.02465
SRX4377538	TFs and others	BRD2	Breast	MDA-MB-231	16922	196/344	174/299	-0.0912969	0	0.979083
SRX4172744	TFs and others	GATA1	Digestive tract	HCT 116	10091	146/344	130/299	-0.0910183	0	0.976163
SRX3345954	TFs and others	INTS13	Blood	HL-60	12535	152/344	129/299	-0.0908091	0	1.02416
SRX9317681	TFs and others	RUNX1	Blood	Fujioka	29984	152/344	129/299	-0.0908091	0	1.02416
SRX4493021	TFs and others	KDM1A	Blood	K-562	6440	44/344	36/299	-0.0907773	0	1.06234
SRX6913073	TFs and others	BRD2	Blood	K-562	3314	44/344	36/299	-0.0907773	0	1.06234
SRX9513904	TFs and others	FOXA1	Prostate	LNCAP	22112	44/344	36/299	-0.0907773	0	1.06234
SRX3591435	TFs and others	BRD4	Blood	B-CLL cells	11735	155/344	131/299	-0.0907673	0	1.02843
SRX9419933	TFs and others	MED1	Breast	SK-BR-3	23347	155/344	131/299	-0.0907673	0	1.02843
SRX3229161	TFs and others	ESR1	Breast	Breast cancer	28396	156/344	132/299	-0.0906924	0	1.02722
SRX100460	TFs and others	ELF1	Liver	Hep G2	15541	153/344	130/299	-0.0906674	0	1.02297
SRX5360665	TFs and others	Epitope tags	Epidermis	BJ	83886	158/344	134/299	-0.0905184	0	1.02486
SRX1555436	TFs and others	MITF	Epidermis	501A	23242	154/344	131/299	-0.090518	0	1.02179
SRX190302	TFs and others	EGR1	Digestive tract	HCT 116	17592	190/344	168/299	-0.090518	0	0.983008
SRX5974577	TFs and others	GATA1	Blood	K-562	13107	42/344	39/299	-0.0904959	0	0.936047
SRX10338564	TFs and others	MYC	Blood	NALM-6	20926	155/344	138/299	-0.090477	0	0.97626
SRX080331	TFs and others	CTCF	Kidney	293	50595	156/344	139/299	-0.0904605	0	0.975489
SRX7054661	TFs and others	RELA	Cardiovascular	HAEC	36814	157/344	140/299	-0.0904357	0	0.97473
SRX5824560	TFs and others	BRD2	Breast	SUM 149PT	14859	186/344	158/299	-0.0904027	0	1.02322
SRX100426	TFs and others	YY1	Liver	Hep G2	15650	164/344	139/299	-0.0903123	0	1.02551
SRX5574370	TFs and others	SPI1	Blood	Dendritic Cells	64341	164/344	139/299	-0.0903123	0	1.02551
SRX3636816	TFs and others	CTCF	Blood	ALL xenograft	41368	178/344	158/299	-0.0901894	0	0.97921
SRX3433961	TFs and others	CTCF	Neural	NB69	53905	162/344	144/299	-0.090173	0	0.977834
SRX356767	TFs and others	CTCF	Blood	Lymphoblastoid cell line	46611	162/344	144/299	-0.090173	0	0.977834
SRX150516	TFs and others	MXI1	Liver	Hep G2	18240	183/344	156/299	-0.0901484	0	1.01962
SRX2194277	TFs and others	BRD4	Breast	SUM 159PT	26419	183/344	156/299	-0.0901484	0	1.01962
SRX5391685	TFs and others	RAD21	Blood	Neutrophils	37342	172/344	153/299	-0.0901484	0	0.977124
SRX102998	TFs and others	CTCF	Blood	GM12892	41237	173/344	147/299	-0.0901158	0	1.02292
SRX102993	TFs and others	CTCF	Blood	GM12891	35143	167/344	142/299	-0.0901158	0	1.02221
SRX5824566	TFs and others	BRD2	Breast	SUM 149PT	14559	177/344	157/299	-0.0901158	0	0.97991
SRX2064716	TFs and others	RAD21	Digestive tract	HCT 116	24614	162/344	138/299	-0.0900746	0	1.02035
SRX5527609	TFs and others	EP300	Cardiovascular	HAEC	19398	177/344	151/299	-0.0899039	0	1.01885
SRX190198	TFs and others	ATF2	Pluripotent stem cell	hESC H1	5733	45/344	37/299	-0.0896082	0	1.05712
SRX6743813	TFs and others	CHD6	Pluripotent stem cell	iPS derived neural cells	2929	45/344	37/299	-0.0896082	0	1.05712
SRX059700	TFs and others	TFAP4	Prostate	LNCAP	1491	9/344	9/299	-0.0895207	0	0.869186
SRX2431535	TFs and others	POU5F1	Epidermis	BJ	689	9/344	9/299	-0.0895207	0	0.869186
SRX2529783	TFs and others	Epitope tags	Blood	RAJI	984	9/344	9/299	-0.0895207	0	0.869186
SRX3110714	TFs and others	ESR1	Breast	MCF-7	2929	9/344	9/299	-0.0895207	0	0.869186
SRX3288561	TFs and others	CTCF	Pluripotent stem cell	hESC H9	2276	9/344	9/299	-0.0895207	0	0.869186
SRX3288570	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	6264	9/344	9/299	-0.0895207	0	0.869186
SRX4212576	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	1270	9/344	9/299	-0.0895207	0	0.869186
SRX5089531	TFs and others	ARID2	Breast	MCF-7	5817	9/344	9/299	-0.0895207	0	0.869186
SRX5157158	TFs and others	CEBPA	Blood	THP-1	3835	9/344	9/299	-0.0895207	0	0.869186
SRX5534841	TFs and others	FOXA1	Breast	MCF-7	5568	9/344	9/299	-0.0895207	0	0.869186
SRX7627556	TFs and others	ESRRG	Breast	BT-474	2579	9/344	9/299	-0.0895207	0	0.869186
SRX7701201	TFs and others	ASXL3	Lung	NCI-H1963	788	9/344	9/299	-0.0895207	0	0.869186
SRX8089673	TFs and others	MED1	Prostate	VCaP	986	9/344	9/299	-0.0895207	0	0.869186
SRX8841623	TFs and others	CTCF	Blood	Lymphoblasts	2409	9/344	9/299	-0.0895207	0	0.869186
SRX9004387	TFs and others	USF2	Blood	SEM	1101	9/344	9/299	-0.0895207	0	0.869186
SRX9055414	TFs and others	GATA1	Blood	HUDEP-2	3887	9/344	9/299	-0.0895207	0	0.869186
SRX9598416	TFs and others	SUPT6H	Bone	U2OS	815	9/344	9/299	-0.0895207	0	0.869186
ERX1276046	TFs and others	CTCF	Blood	UT-7	12762	43/344	40/299	-0.0895168	0	0.934375
SRX5719604	TFs and others	CTCF	Blood	T-ALL	13227	43/344	40/299	-0.0895168	0	0.934375
SRX895438	TFs and others	SUMO2	Prostate	VCaP	7754	43/344	40/299	-0.0895168	0	0.934375
SRX4786554	TFs and others	KMT2C	Breast	MCF-7	9460	44/344	41/299	-0.0885506	0	0.932785
SRX847034	TFs and others	AR	Prostate	LNCAP	30100	44/344	41/299	-0.0885506	0	0.932785
SRX1261517	TFs and others	GATA2	Blood	TF-1	20020	46/344	38/299	-0.0884639	0	1.05217
SRX3990982	TFs and others	PGR	Breast	T-47D	16473	46/344	38/299	-0.0884639	0	1.05217
SRX059716	TFs and others	EZH2	Prostate	VCaP	1458	11/344	8/299	-0.0878273	0	1.19513
SRX1012614	TFs and others	EP300	Breast	T-47D	4785	11/344	8/299	-0.0878273	0	1.19513
SRX2281253	TFs and others	AFF1	Blood	SEM	903	11/344	8/299	-0.0878273	0	1.19513
SRX3592677	TFs and others	SMAD2	Pluripotent stem cell	hESC HUES8	5866	11/344	8/299	-0.0878273	0	1.19513
SRX382354	TFs and others	RNF2	Epidermis	Melanocytes	959	11/344	8/299	-0.0878273	0	1.19513
SRX4192132	TFs and others	XRCC4	Breast	MCF 10A	988	11/344	8/299	-0.0878273	0	1.19513
SRX4655782	TFs and others	CTCF	Liver	Hep G2	1338	11/344	8/299	-0.0878273	0	1.19513
SRX4655783	TFs and others	CTCF	Liver	Hep G2	1385	11/344	8/299	-0.0878273	0	1.19513
SRX469458	TFs and others	EBF1	Adipocyte	Adipose stromal cell	2412	11/344	8/299	-0.0878273	0	1.19513
SRX471853	TFs and others	AR	Prostate	VCaP	8832	11/344	8/299	-0.0878273	0	1.19513
SRX5600890	TFs and others	OLIG2	Neural	Prefrontal Cortex	1361	11/344	8/299	-0.0878273	0	1.19513
SRX5888972	TFs and others	SMARCB1	Epidermis	BJ	1718	11/344	8/299	-0.0878273	0	1.19513
SRX7135369	TFs and others	BRD4	Blood	K-562	1554	11/344	8/299	-0.0878273	0	1.19513
SRX7398280	TFs and others	LDB1	Blood	K-562	3020	11/344	8/299	-0.0878273	0	1.19513
SRX8041959	TFs and others	AR	Prostate	MR42D	7205	11/344	8/299	-0.0878273	0	1.19513
SRX8406323	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	10024	11/344	8/299	-0.0878273	0	1.19513
SRX1880280	TFs and others	CDK7	Blood	Jurkat	3769	48/344	39/299	-0.0875972	0	1.06977
SRX2198831	TFs and others	LARP7	Uterus	HeLa	12073	48/344	39/299	-0.0875972	0	1.06977
SRX1161173	TFs and others	FOXA1	Breast	MCF-7	28252	45/344	41/299	-0.0875199	0	0.953985
SRX643471	TFs and others	ERG	Prostate	VCaP	5323	45/344	41/299	-0.0875199	0	0.953985
SRX718122	TFs and others	WDR5	Bone	SKMNC	3551	45/344	41/299	-0.0875199	0	0.953985
SRX9055417	TFs and others	TAL1	Blood	HUDEP-2	10614	45/344	41/299	-0.0875199	0	0.953985
SRX7897937	TFs and others	CTCF	Blood	K-562	7540	46/344	42/299	-0.086763	0	0.951966
SRX2355079	TFs and others	RELA	Cardiovascular	HAEC	9096	49/344	40/299	-0.0866568	0	1.06475
DRX021118	TFs and others	MBD1	Digestive tract	HCT 116	11430	10/344	10/299	-0.0852258	0	0.869186
DRX300414	TFs and others	KAT7	Kidney	293	1025	10/344	10/299	-0.0852258	0	0.869186
SRX1397396	TFs and others	GATA1	Blood	CD34+	3544	10/344	10/299	-0.0852258	0	0.869186
SRX1734381	TFs and others	FOXA1	Prostate	22Rv1	5918	10/344	10/299	-0.0852258	0	0.869186
SRX2570612	TFs and others	SMC1A	Blood	HAP1	2457	10/344	10/299	-0.0852258	0	0.869186
SRX3285584	TFs and others	KDM5B	Breast	MCF-7	974	10/344	10/299	-0.0852258	0	0.869186
SRX3468026	TFs and others	SS18	Others	Aska	2700	10/344	10/299	-0.0852258	0	0.869186
SRX3733787	TFs and others	CTCF	Liver	Hep G2	1205	10/344	10/299	-0.0852258	0	0.869186
SRX502073	TFs and others	AR	Prostate	Prostate cancer	9650	10/344	10/299	-0.0852258	0	0.869186
SRX7268460	TFs and others	TCF4	Bone	A-673	4148	10/344	10/299	-0.0852258	0	0.869186
SRX736054	TFs and others	AR	Prostate	LNCAP	6890	10/344	10/299	-0.0852258	0	0.869186
SRX10382401	TFs and others	QSER1	Pluripotent stem cell	hESC H1	3909	51/344	42/299	-0.0848148	0	1.05544
SRX2541246	TFs and others	AR	Prostate	Prostate cancer cells	26015	49/344	45/299	-0.0845078	0	0.946447
SRX7202549	TFs and others	CTCF	Uterus	HEC-1-B	17671	49/344	45/299	-0.0845078	0	0.946447
ERX626846	TFs and others	TAL1	Blood	CHRF-288-11	4865	12/344	9/299	-0.0831149	0	1.15891
SRX083218	TFs and others	AR	Prostate	LNCAP	6002	12/344	9/299	-0.0831149	0	1.15891
SRX116453	TFs and others	CHD1	Pluripotent stem cell	hESC H1	1194	12/344	9/299	-0.0831149	0	1.15891
SRX116459	TFs and others	KDM5A	Pluripotent stem cell	hESC H1	1161	12/344	9/299	-0.0831149	0	1.15891
SRX1397391	TFs and others	GATA2	Blood	CD34+	7340	12/344	9/299	-0.0831149	0	1.15891
SRX150662	TFs and others	RCOR1	Blood	GM12878	2193	12/344	9/299	-0.0831149	0	1.15891
SRX159132	TFs and others	Epitope tags	Kidney	293	1215	12/344	9/299	-0.0831149	0	1.15891
SRX1872773	TFs and others	ERF	Prostate	VCaP	735	12/344	9/299	-0.0831149	0	1.15891
SRX3020561	TFs and others	PHIP	Digestive tract	HCT 116	571	12/344	9/299	-0.0831149	0	1.15891
SRX317605	TFs and others	JARID2	Pluripotent stem cell	iPS cells	1110	12/344	9/299	-0.0831149	0	1.15891
SRX4655784	TFs and others	CTCF	Liver	Hep G2	1588	12/344	9/299	-0.0831149	0	1.15891
SRX6853576	TFs and others	ARNT	Breast	MCF-7	776	12/344	9/299	-0.0831149	0	1.15891
SRX687835	TFs and others	TP63	Epidermis	HaCaT	3964	12/344	9/299	-0.0831149	0	1.15891
SRX736074	TFs and others	AR	Prostate	LNCAP	7170	12/344	9/299	-0.0831149	0	1.15891
SRX7902981	TFs and others	EGR1	Blood	Macrophages	1096	12/344	9/299	-0.0831149	0	1.15891
SRX8151646	TFs and others	ARNTL	Adipocyte	Preadipocytes	2025	12/344	9/299	-0.0831149	0	1.15891
SRX8406320	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	7049	12/344	9/299	-0.0831149	0	1.15891
SRX8406481	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	9168	12/344	9/299	-0.0831149	0	1.15891
SRX10989715	TFs and others	GATA1	Blood	HUDEP-1	12556	53/344	44/299	-0.0830238	0	1.04697
SRX2166892	TFs and others	CTCF	Neural	Retina	11140	53/344	44/299	-0.0830238	0	1.04697
SRX3931056	TFs and others	FOXA1	Breast	MCF-7	22408	51/344	47/299	-0.0830232	0	0.943159
SRX5234496	TFs and others	SMARCC1	Kidney	TTC1240	7586	51/344	47/299	-0.0830232	0	0.943159
SRX5574469	TFs and others	SMARCA4	Blood	CTV-1	14697	51/344	47/299	-0.0830232	0	0.943159
SRX5577146	TFs and others	Epitope tags	Prostate	LNCAP	29945	51/344	47/299	-0.0830232	0	0.943159
SRX7366778	TFs and others	ZMYND8	Breast	MCF-7	5309	51/344	47/299	-0.0830232	0	0.943159
SRX8850935	TFs and others	Epitope tags	Breast	MCF 10A	6987	51/344	47/299	-0.0830232	0	0.943159
SRX3931082	TFs and others	FOXA1	Breast	MCF-7	18981	55/344	45/299	-0.0822878	0	1.06234
ERX1234993	TFs and others	TAF3	Liver	Hep G2	3716	56/344	46/299	-0.0815574	0	1.05814
SRX10382440	TFs and others	EZH2	Pluripotent stem cell	hESC H1	4588	56/344	46/299	-0.0815574	0	1.05814
SRX150515	TFs and others	ZNF143	Uterus	HeLa	5246	56/344	46/299	-0.0815574	0	1.05814
SRX2922232	TFs and others	ESR1	Breast	SUM 44PE	16346	56/344	46/299	-0.0815574	0	1.05814
SRX8406512	TFs and others	FOXA1	Prostate	Prostate	19737	56/344	46/299	-0.0815574	0	1.05814
SRX1012622	TFs and others	PGR	Breast	T-47D	22573	53/344	48/299	-0.0815224	0	0.959726
SRX6596849	TFs and others	EGR1	Others	Fibroblasts	3935	53/344	48/299	-0.0815224	0	0.959726
SRX667983	TFs and others	AR	Prostate	VCaP	39357	53/344	48/299	-0.0815224	0	0.959726
SRX064481	TFs and others	SMAD2	Pluripotent stem cell	hESC H9	2362	11/344	11/299	-0.0814246	0	0.869186
SRX1012597	TFs and others	ESR1	Breast	T-47D	7227	11/344	11/299	-0.0814246	0	0.869186
SRX1070427	TFs and others	ORC2	Blood	K-562	3225	11/344	11/299	-0.0814246	0	0.869186
SRX1161198	TFs and others	ESR1	Breast	T-47D	5044	11/344	11/299	-0.0814246	0	0.869186
SRX1435941	TFs and others	ZBTB16	Uterus	Endometrial stromal cells	917	11/344	11/299	-0.0814246	0	0.869186
SRX185911	TFs and others	FOXM1	Breast	MDA-MB-231	1598	11/344	11/299	-0.0814246	0	0.869186
SRX186769	TFs and others	SUZ12	Pluripotent stem cell	hESC H1	1494	11/344	11/299	-0.0814246	0	0.869186
SRX3123818	TFs and others	ESR1	Breast	MCF-7	5688	11/344	11/299	-0.0814246	0	0.869186
SRX3636819	TFs and others	NR3C1	Blood	ALL xenograft	5062	11/344	11/299	-0.0814246	0	0.869186
SRX471854	TFs and others	AR	Prostate	VCaP	7680	11/344	11/299	-0.0814246	0	0.869186
SRX574349	TFs and others	NR3C1	Unclassified	Unclassified	5069	11/344	11/299	-0.0814246	0	0.869186
SRX9434361	TFs and others	RELA	Digestive tract	HT-29	1811	11/344	11/299	-0.0814246	0	0.869186
SRX968414	TFs and others	ARNT	Kidney	786-O	2650	11/344	11/299	-0.0814246	0	0.869186
SRX973433	TFs and others	EHMT2	Kidney	293	1274	11/344	11/299	-0.0814246	0	0.869186
SRX1058473	TFs and others	Epitope tags	Epidermis	MKL-1	6018	54/344	49/299	-0.0809458	0	0.957879
SRX4235878	TFs and others	KMT2D	Digestive tract	SW 480	11583	54/344	49/299	-0.0809458	0	0.957879
SRX10656918	TFs and others	CTCF	Blood	K-562	10122	55/344	50/299	-0.0803676	0	0.956105
SRX3931073	TFs and others	FOXA1	Breast	MCF-7	21968	55/344	50/299	-0.0803676	0	0.956105
SRX2982413	TFs and others	FOXA1	Uterus	Ishikawa	15659	58/344	48/299	-0.0801125	0	1.05027
SRX316363	TFs and others	NR3C1	Kidney	293	23247	58/344	48/299	-0.0801125	0	1.05027
SRX103224	TFs and others	SPI1	Blood	THP-1	13687	56/344	51/299	-0.0797882	0	0.9544
SRX3800731	TFs and others	RAD21	Breast	T-47D	5427	56/344	51/299	-0.0797882	0	0.9544
SRX5577138	TFs and others	Epitope tags	Prostate	LNCAP	43388	56/344	51/299	-0.0797882	0	0.9544
SRX8089633	TFs and others	FOXA1	Prostate	VCaP	35305	59/344	49/299	-0.0793984	0	1.04657
SRX3931083	TFs and others	FOXA1	Breast	MCF-7	21896	57/344	52/299	-0.0792081	0	0.952762
SRX100489	TFs and others	FOXA1	Uterus	ECC-1	3523	13/344	10/299	-0.079019	0	1.12994
SRX2458137	TFs and others	MED1	Blood	GM12878	2831	13/344	10/299	-0.079019	0	1.12994
